fq_name	short_name	namespace	kind	module	source_file	evidence_class	api_status	type_summary	universe_params	canonical_owner	disposition	notes
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.mk.sizeOf_spec	sizeOf_spec	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.mk	theorem	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	generated_or_elaborated	public	forall {IntegerCarrier : Type} {NaturalCarrier : Type} [inst._@.LRA.VolumeII.RationalNumbers.ComparisonModels.264365933._hygCtx._hyg.13 : SizeOf.{1} IntegerCarrier] [inst._@.LRA.VolumeII.RationalNumbers.ComparisonModels.264365933._hygCtx._hyg.14 : SizeOf.{1} NaturalCarrier] (numerator : IntegerCarrier) (denominator : NaturalCarrier), Eq.{1} Nat (SizeOf.sizeOf.{1} (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative._sizeOf_inst IntegerCarrier NaturalCarrier inst._@.LRA.VolumeII.RationalNumbers.ComparisonModels.264365933._hygCtx._hyg.13 inst._@.LRA.VolumeII.RationalNumbers.ComparisonModels.264365933._hygCtx._hyg.14) (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.mk IntegerCarrier NaturalCarrier numerator denominator)) (HAdd.hAdd.{0, 0, 0} Nat Nat Nat (instHAdd.{0} Nat instAddNat) (HAdd.hAdd.{0, 0, 0} Nat Nat Nat (instHAdd.{0} Nat instAddNat) (OfNat.ofNat.{0} Nat 1 (instOfNatNat 1)) (SizeOf.sizeOf.{1} IntegerCarrier inst._@.LRA.VolumeII.RationalNumbers.ComparisonModels.264365933._hygCtx._hyg.13 numerator)) (SizeOf.sizeOf.{1} NaturalCarrier inst._@.LRA.VolumeII.RationalNumbers.ComparisonModels.264365933._hygCtx._hyg.14 denominator))		LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.mk.sizeOf_spec	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.noConfusion	noConfusion	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative	definition	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	generated_companion	public	forall {P : Sort.{u}} {IntegerCarrier : Type} {NaturalCarrier : Type} {t : LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier} {IntegerCarrier' : Type} {NaturalCarrier' : Type} {t' : LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier' NaturalCarrier'}, (Eq.{2} Type IntegerCarrier IntegerCarrier') -> (Eq.{2} Type NaturalCarrier NaturalCarrier') -> (HEq.{1} (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) t (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier' NaturalCarrier') t') -> (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.noConfusionType.{u} P IntegerCarrier NaturalCarrier t IntegerCarrier' NaturalCarrier' t')	u	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.noConfusion	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.noConfusionType	noConfusionType	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative	definition	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	generated_companion	public	Sort.{u} -> (forall {IntegerCarrier : Type} {NaturalCarrier : Type}, (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) -> (forall {IntegerCarrier' : Type} {NaturalCarrier' : Type}, (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier' NaturalCarrier') -> Sort.{u}))	u	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.noConfusionType	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.numerator	numerator	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative	definition	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	generated_projection	public	forall {IntegerCarrier : Type} {NaturalCarrier : Type}, (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) -> IntegerCarrier		LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.numerator	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.rec	rec	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative	recursor	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	generated_recursor	public	forall {IntegerCarrier : Type} {NaturalCarrier : Type} {motive : (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) -> Sort.{u}}, (forall (numerator : IntegerCarrier) (denominator : NaturalCarrier), motive (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.mk IntegerCarrier NaturalCarrier numerator denominator)) -> (forall (t : LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier), motive t)	u	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.rec	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.recOn	recOn	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative	definition	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	generated_or_elaborated	public	forall {IntegerCarrier : Type} {NaturalCarrier : Type} {motive : (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) -> Sort.{u}} (t : LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier), (forall (numerator : IntegerCarrier) (denominator : NaturalCarrier), motive (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.mk IntegerCarrier NaturalCarrier numerator denominator)) -> (motive t)	u	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative.recOn	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.equivalent	equivalent	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	definition	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	forall {IntegerCarrier : Type} {NaturalCarrier : Type}, (IntegerCarrier -> IntegerCarrier -> IntegerCarrier) -> (NaturalCarrier -> IntegerCarrier) -> (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) -> (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) -> Prop		LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.equivalent	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.equivalent_is_equivalence_relation	equivalent_is_equivalence_relation	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	theorem	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	forall {IntegerCarrier : Type} {NaturalCarrier : Type} (integer_multiplication : IntegerCarrier -> IntegerCarrier -> IntegerCarrier) (natural_to_integer : NaturalCarrier -> IntegerCarrier), Equivalence.{1} (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.Representative IntegerCarrier NaturalCarrier) (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.equivalent IntegerCarrier NaturalCarrier integer_multiplication natural_to_integer)		LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.equivalent_is_equivalence_relation	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.is_not_order_complete	is_not_order_complete	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	theorem	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	forall (integer_model : LRA.UniversalAlgebra.Models.IntegerModel.{u_1}), Not (LRA.NumberSystems.RationalNumbers.is_order_complete.{u_2} (LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_model.{u_1, u_2} integer_model))	u_1,u_2	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.is_not_order_complete	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_extension	rational_extension	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	definition	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	forall (integer_model : LRA.UniversalAlgebra.Models.IntegerModel.{u_1}), LRA.UniversalAlgebra.Models.RationalExtension.{u_1} integer_model	u_1	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_extension	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_extension_exists	rational_extension_exists	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	theorem	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	forall (integer_model : LRA.UniversalAlgebra.Models.IntegerModel.{u_1}), Nonempty.{succ (succ u_1)} (LRA.UniversalAlgebra.Models.RationalExtension.{u_1} integer_model)	u_1	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_extension_exists	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_model	rational_model	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	definition	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	LRA.UniversalAlgebra.Models.IntegerModel.{u_1} -> LRA.UniversalAlgebra.Models.RationalModel.{u_2}	u_1,u_2	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_model	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_model_exists	rational_model_exists	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	theorem	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	LRA.UniversalAlgebra.Models.IntegerModel.{u_1} -> (Nonempty.{succ (succ u_2)} LRA.UniversalAlgebra.Models.RationalModel.{u_2})	u_1,u_2	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.rational_model_exists	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.representative_addition_respects_equivalence	representative_addition_respects_equivalence	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	theorem	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	forall {RepresentativeCarrier : Type} (setoid : Setoid.{1} RepresentativeCarrier) (representative_addition : RepresentativeCarrier -> RepresentativeCarrier -> RepresentativeCarrier), LRA.NumberSystems.Foundations.Quotients.binary_operation_respects RepresentativeCarrier setoid representative_addition		LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.representative_addition_respects_equivalence	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.representative_multiplication_respects_equivalence	representative_multiplication_respects_equivalence	LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison	theorem	LRA.VolumeII.RationalNumbers.ComparisonModels	LRA/VolumeII/RationalNumbers/ComparisonModels.lean	authored	public	forall {RepresentativeCarrier : Type} (setoid : Setoid.{1} RepresentativeCarrier) (representative_multiplication : RepresentativeCarrier -> RepresentativeCarrier -> RepresentativeCarrier), LRA.NumberSystems.Foundations.Quotients.binary_operation_respects RepresentativeCarrier setoid representative_multiplication		LRA.NumberSystems.RationalNumbers.QuotientFractionsComparison.representative_multiplication_respects_equivalence	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.AdditiveGroupLaws	AdditiveGroupLaws	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	authored	public	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData -> Prop		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.AdditiveGroupLaws	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.Carrier	Carrier	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	authored	public	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData -> Type		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.Carrier	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.FieldStructure	FieldStructure	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	authored	public	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData -> Prop		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.FieldStructure	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	IntegerAndPositiveNaturalData	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions	inductive	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	authored	public	Type.{1}		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData._sizeOf_1	_sizeOf_1	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_or_elaborated	public	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData -> Nat		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData._sizeOf_1	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData._sizeOf_inst	_sizeOf_inst	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_or_elaborated	public	SizeOf.{2} LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData._sizeOf_inst	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.absolute_numerator	absolute_numerator	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_projection	public	forall (self : LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData), (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.integer_model self))) -> (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.natural_carrier self)		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.absolute_numerator	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.casesOn	casesOn	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_or_elaborated	public	forall {motive : LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData -> Sort.{u}} (t : LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData), (forall (integer_model : LRA.UniversalAlgebra.Models.IntegerModel.{0}) (natural_carrier : Type) (one : natural_carrier) (multiplication : natural_carrier -> natural_carrier -> natural_carrier) (to_integer : natural_carrier -> (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model))) (denominator_is_positive : forall (denominator : natural_carrier), LRA.UniversalAlgebra.Models.OrderedRingSignature.StrictOrder.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model) (LRA.UniversalAlgebra.Models.OrderedRingSignature.zero.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer denominator)) (one_maps_to_one : Eq.{1} (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer one) (LRA.UniversalAlgebra.Models.OrderedRingSignature.one.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model))) (multiplication_is_preserved : forall (first : natural_carrier) (second : natural_carrier), Eq.{1} (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer (multiplication first second)) (LRA.UniversalAlgebra.Models.OrderedRingSignature.multiplication.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model) (to_integer first) (to_integer second))) (absolute_numerator : (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) -> natural_carrier) (gcd : natural_carrier -> natural_carrier -> natural_carrier), motive (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.mk integer_model natural_carrier one multiplication to_integer denominator_is_positive one_maps_to_one multiplication_is_preserved absolute_numerator gcd)) -> (motive t)	u	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.casesOn	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.ctorIdx	ctorIdx	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_or_elaborated	public	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData -> Nat		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.ctorIdx	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.denominator_is_positive	denominator_is_positive	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	theorem	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_projection	public	forall (self : LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData) (denominator : LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.natural_carrier self), LRA.UniversalAlgebra.Models.OrderedRingSignature.StrictOrder.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.integer_model self)) (LRA.UniversalAlgebra.Models.OrderedRingSignature.zero.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.integer_model self))) (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.to_integer self denominator)		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.denominator_is_positive	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.gcd	gcd	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_projection	public	forall (self : LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData), (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.natural_carrier self) -> (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.natural_carrier self) -> (LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.natural_carrier self)		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.gcd	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.integer_model	integer_model	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_projection	public	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData -> LRA.UniversalAlgebra.Models.IntegerModel.{0}		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.integer_model	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.mk	mk	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData	constructor	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_constructor	public	forall (integer_model : LRA.UniversalAlgebra.Models.IntegerModel.{0}) (natural_carrier : Type) (one : natural_carrier) (multiplication : natural_carrier -> natural_carrier -> natural_carrier) (to_integer : natural_carrier -> (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model))), (forall (denominator : natural_carrier), LRA.UniversalAlgebra.Models.OrderedRingSignature.StrictOrder.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model) (LRA.UniversalAlgebra.Models.OrderedRingSignature.zero.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer denominator)) -> (Eq.{1} (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer one) (LRA.UniversalAlgebra.Models.OrderedRingSignature.one.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model))) -> (forall (first : natural_carrier) (second : natural_carrier), Eq.{1} (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer (multiplication first second)) (LRA.UniversalAlgebra.Models.OrderedRingSignature.multiplication.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model) (to_integer first) (to_integer second))) -> ((LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) -> natural_carrier) -> (natural_carrier -> natural_carrier -> natural_carrier) -> LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.mk	KEEP	compiled environment plus reconciled source scan
LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.mk._flat_ctor	_flat_ctor	LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.mk	definition	LRA.VolumeII.RationalNumbers.RationalQuotientFractions	LRA/VolumeII/RationalNumbers/RationalQuotientFractions.lean	generated_or_elaborated	public	forall (integer_model : LRA.UniversalAlgebra.Models.IntegerModel.{0}) (natural_carrier : Type) (one : natural_carrier) (multiplication : natural_carrier -> natural_carrier -> natural_carrier) (to_integer : natural_carrier -> (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model))), (forall (denominator : natural_carrier), LRA.UniversalAlgebra.Models.OrderedRingSignature.StrictOrder.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model) (LRA.UniversalAlgebra.Models.OrderedRingSignature.zero.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer denominator)) -> (Eq.{1} (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer one) (LRA.UniversalAlgebra.Models.OrderedRingSignature.one.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model))) -> (forall (first : natural_carrier) (second : natural_carrier), Eq.{1} (LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) (to_integer (multiplication first second)) (LRA.UniversalAlgebra.Models.OrderedRingSignature.multiplication.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model) (to_integer first) (to_integer second))) -> ((LRA.UniversalAlgebra.Models.OrderedRingSignature.carrier.{0} (LRA.UniversalAlgebra.Models.IntegerModel.signature.{0} integer_model)) -> natural_carrier) -> (natural_carrier -> natural_carrier -> natural_carrier) -> LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData		LRA.NumberSystems.RationalNumbers.RationalQuotientFractions.IntegerAndPositiveNaturalData.mk._flat_ctor	KEEP	compiled environment plus reconciled source scan
